Restaurant Name,Cuisines,Aggregate rating,Price range,City
Special Chicken Biryani,"Biryani, Mughlai",0.0,1,New Delhi
Big B Pastry Shop,"Bakery, Fast Food",0.0,1,Noida
Shri Balaji Bhojnalaya,North Indian,0.0,1,New Delhi
Lily Tasty Fast Food,"North Eastern, North Indian, Chinese",0.0,1,New Delhi
Maa Vaishno Dinesh Dhaba,North Indian,0.0,1,New Delhi
4U,"North Indian, South Indian, Chinese",0.0,1,Noida
Saraswati Food Corner,"Chinese, North Indian, South Indian",0.0,1,New Delhi
Delhi Mughlai Biryani,Biryani,0.0,1,Noida
Aggarwal Sweets And Caterers,"Mithai, Street Food",0.0,1,Faridabad
The Chinese & Thai Restaurant,"Chinese, Thai",0.0,1,New Delhi
Starup Catering,"Chinese, Mughlai, North Indian",0.0,1,New Delhi
Biryani,Biryani,0.0,2,Noida
Metropolitan Cafe,"North Indian, Chinese",0.0,2,New Delhi
Abdullah Biryani Centre,Biryani,0.0,1,New Delhi
Safdarjung Club,"Chinese, North Indian, Fast Food, Street Food",0.0,1,New Delhi
Jain Sweets & Bakers,"North Indian, Mithai",0.0,1,New Delhi
Chef's Curry,"North Indian, Mughlai, Chinese",0.0,2,Noida
Bangali Restaurant,"North Indian, Mughlai, Chinese",0.0,2,Noida
Lord's - The Sports Lounge,Finger Food,0.0,4,New Delhi
Freshnfit.in,Juices,0.0,1,Gurgaon
Chacha Food Street,"North Indian, Chinese",0.0,1,Noida
Delicieux Ice Cream Rolls,"Ice Cream, Desserts, Beverages",0.0,1,Faridabad
Al-Malik Chicken Point,"North Indian, Mughlai",0.0,1,New Delhi
Grub Hub,Asian,0.0,2,Faridabad
Baba Chaap Wala,Fast Food,0.0,1,New Delhi
Al-Taj Shamim Chicken Point,Mughlai,0.0,1,New Delhi
Yummy Rasoi,"North Indian, Fast Food",0.0,1,New Delhi
Apna Dhaba,North Indian,0.0,1,New Delhi
Burger Wala,"Burger, Fast Food",0.0,1,New Delhi
Da Pizza Palace,Pizza,0.0,2,New Delhi
Hot Wok,"Chinese, Fast Food",0.0,2,New Delhi
Ichak Dana,"North Indian, Awadhi",0.0,1,New Delhi
ADM Foodi,North Indian,0.0,2,New Delhi
Pihu's Cafe,Fast Food,0.0,1,Noida
Ex- Taj Foods,North Indian,0.0,1,New Delhi
Ghar Ka Khana,North Indian,0.0,1,Noida
Chez Jerome - Q Cafe,"Cafe, French",0.0,3,New Delhi
Knight Kitchens,"North Indian, Fast Food, Chinese",0.0,1,Noida
Momos Box,"Tibetan, Street Food",0.0,1,Noida
Tmos Cafe Corner,Cafe,0.0,2,Faridabad
Anand Dhaba,North Indian,0.0,1,Faridabad
Prakash Sweets,"Mithai, Street Food",0.0,1,New Delhi
Fantasy Pastry Shop,"Bakery, Desserts",0.0,1,New Delhi
Come 'n' Eat,"Chinese, Fast Food",0.0,1,New Delhi
Jony Sweets,"Bakery, Desserts",0.0,1,New Delhi
Hirdesh Eating Point,North Indian,0.0,1,New Delhi
Joshi Eating House,North Indian,0.0,1,New Delhi
Hot Chinese & Fast Food,Chinese,0.0,1,New Delhi
Hot & Chilly Point,Chinese,0.0,1,New Delhi
Pawar's Food Court Inc.,North Indian,0.0,1,New Delhi
Gareeb Dhaba,Mughlai,0.0,1,New Delhi
Kujay's Spoon,"North Indian, Mughlai, Chinese",0.0,2,Gurgaon
Maharaja Food Club,North Indian,0.0,1,New Delhi
Delhite Pitisserie,Bakery,0.0,1,New Delhi
Balaji Restaurant & Sweets,South Indian,0.0,1,Noida
Food 24,"North Indian, Mughlai",0.0,1,New Delhi
Cafe Rap,Fast Food,0.0,1,Noida
Mutton Mewar,Rajasthani,0.0,2,Gurgaon
Doon Dhaba,"North Indian, Chinese",0.0,1,Noida
Zaika Tiffin Center,"North Indian, South Indian",0.0,1,Noida
Essen Foods,"North Indian, Mughlai, Chinese",0.0,2,Noida
Ahata,North Indian,0.0,2,Faridabad
New Dragon Chinese Fast Food & Paranthey Wala,Chinese,0.0,1,Noida
Golden Bakery,Bakery,0.0,1,New Delhi
Hide Out Cafe,"Cafe, Chinese, Italian",0.0,2,New Delhi
Royal Cakes,Bakery,0.0,1,New Delhi
Oh My !,"North Indian, Chinese",0.0,1,Faridabad
The Dark Hour - Kitchen,Italian,0.0,1,Faridabad
Chaap Chaska,"North Indian, Mughlai",0.0,1,New Delhi
Cookie House,Bakery,0.0,1,Noida
Malhotra's Zayeeka,"North Indian, Chinese",0.0,2,New Delhi
Taaj Kitchen,"Asian, North Indian, Mughlai",0.0,2,New Delhi
Kake Di Hatti Punjabi Khana,North Indian,0.0,1,New Delhi
Kumar Sweet House,"Mithai, Street Food",0.0,1,New Delhi
Parantha Point,North Indian,0.0,1,New Delhi
RR China Tawun,Chinese,0.0,1,New Delhi
Mughlai Point,Mughlai,0.0,1,New Delhi
Krispy Kitchen,"Chinese, Fast Food",0.0,1,New Delhi
Om Aggarwal Sweets,Mithai,0.0,1,New Delhi
Amazing Burgers,"Burger, Fast Food",0.0,1,Noida
MK Tiffin Service,North Indian,0.0,1,New Delhi
Jo's Peace of Cake,"Bakery, Desserts",0.0,1,New Delhi
Brij Ki Rasoi,"North Indian, South Indian, Mughlai",0.0,1,New Delhi
Janaab,"Awadhi, Mughlai, North Indian",0.0,2,New Delhi
CHA! WA!!,"Fast Food, Beverages, Desserts",0.0,1,New Delhi
Kashmiri Hills Wazwan,Kashmiri,0.0,1,New Delhi
Laxmi Dhaba,North Indian,0.0,1,New Delhi
Krishna Yummy Foods,North Indian,0.0,1,New Delhi
Food Code 99,"Chinese, South Indian, Fast Food",0.0,1,New Delhi
Sukhman Food City,North Indian,0.0,1,Gurgaon
Chinese Hot,Chinese,0.0,1,New Delhi
Aggarwal Sweets & Bakers,"Desserts, Street Food",0.0,1,New Delhi
The Grand Kitchen,"North Indian, Chinese",0.0,2,New Delhi
Food Daddy,North Indian,0.0,1,New Delhi
Curry Capital - Hotel Classic Diplomat,"North Indian, Continental, South Indian, Chinese",0.0,3,New Delhi
Jaisons,"Fast Food, Street Food",0.0,1,New Delhi
Yumbuns,Fast Food,0.0,1,New Delhi
Quiosque Chopp Brahma,"Bar Food, Brazilian",0.0,3,Rio de Janeiro
Yadav Ji Chholey Bhature,Street Food,0.0,1,New Delhi
Chennai Dosa Express,South Indian,0.0,1,New Delhi
Chennai Dosa Xpress,South Indian,0.0,1,New Delhi
Mahavir Sweets,Mithai,0.0,1,New Delhi
Shree Balaji Caterers,"Mughlai, Fast Food",0.0,1,New Delhi
Tava & Tandoor,"North Indian, Chinese",0.0,1,New Delhi
Starve Stalkers,"Italian, Fast Food",0.0,1,New Delhi
Shama Muradabadi Chicken Corner,Biryani,0.0,1,New Delhi
New Kovilakam Restaurant,"Kerala, South Indian",0.0,1,New Delhi
Gupta's Vegetarian Paradise,North Indian,0.0,2,New Delhi
Sree Krishna Udupi,"South Indian, North Indian",0.0,1,New Delhi
Lazeez Zaika,"North Indian, Chinese",0.0,1,New Delhi
Pizza King,"Pizza, Fast Food",0.0,2,Gurgaon
Savour,Biryani,0.0,1,Gurgaon
Perfect Party Chef,"Fast Food, Chinese",0.0,1,New Delhi
Shanghai Chinese Food,Chinese,0.0,1,New Delhi
Krishna Panjabi Rasoi,North Indian,0.0,1,New Delhi
Kitchen199,"North Indian, Chinese",0.0,2,New Delhi
Jnm Mama Mafia,Fast Food,0.0,1,New Delhi
Hook Up,"North Indian, Continental",0.0,2,New Delhi
Indochi Cafe & Restaurant,"North Indian, Mughlai, Chinese",0.0,1,Gurgaon
Bombay Pao Bhaji,Street Food,0.0,1,New Delhi
Anisha Restaurant,"North Indian, Mughlai",0.0,1,Gurgaon
Annapoorna Foods,"North Indian, Mughlai, South Indian",0.0,2,Gurgaon
34 Park Street Lane,Fast Food,0.0,1,New Delhi
The Food Express,North Indian,0.0,1,New Delhi
Super Star Restaurant,North Indian,0.0,1,New Delhi
Bansiwala Sweets,"Street Food, Mithai",0.0,1,Gurgaon
Chaska Food Corner,"Chinese, North Indian",0.0,2,Gurgaon
Honey Hot & Spicy,"North Indian, Chinese",0.0,1,Gurgaon
Yadav Chaat Bhandar,Street Food,0.0,1,New Delhi
The Night Rider,"North Indian, Chinese",0.0,2,New Delhi
Bittoo Murge Wala,North Indian,0.0,1,New Delhi
New Anna Ka Dosa,South Indian,0.0,1,New Delhi
Punjab Patiyala Sahi,"Mughlai, North Indian",0.0,1,New Delhi
Pishori Chicken Corner,"Mughlai, Fast Food",0.0,1,New Delhi
Mohan Chaat Corner,"North Indian, Chinese",0.0,1,New Delhi
Subhan Chicken Biryani,Biryani,0.0,1,New Delhi
Paras Chicken Point,North Indian,0.0,1,New Delhi
Karma Cafe & Lounge,"North Indian, Chinese",0.0,1,New Delhi
Govinda,Street Food,0.0,1,New Delhi
Mulligan Cafe,"South Indian, Fast Food",0.0,1,New Delhi
OCD - Online Cake Delivery,"Bakery, Desserts",0.0,1,New Delhi
Birbal Ji Dhaba,North Indian,0.0,1,New Delhi
Annapurna Food Point,North Indian,0.0,1,New Delhi
Chokoreto - The Cake Design Studio,"Bakery, Desserts",0.0,1,New Delhi
The Bay Leaf,"Chinese, Indian",0.0,2,New Delhi
Sanjha Chula Baba Da,North Indian,0.0,1,New Delhi
Raj Petha Bhandar,Mithai,0.0,1,New Delhi
Chicken King,Mughlai,0.0,1,New Delhi
Kashmiri Wazwan,Kashmiri,0.0,1,New Delhi
Gupta Rasoi,North Indian,0.0,1,New Delhi
Khanna's Hot Pizza,Pizza,0.0,1,New Delhi
Cafe Einstein,"North Indian, Fast Food",0.0,2,New Delhi
Hyderabadi & Muradabadi Chicken Corner,Mughlai,0.0,1,New Delhi
It's Pizza Town,"Pizza, Fast Food",0.0,2,New Delhi
ITO Ke Mashoor Chole Bhature,Street Food,0.0,1,New Delhi
Kayasthas Food Junction,"Chinese, Fast Food",0.0,1,New Delhi
KGN Chicken Corner,Mughlai,0.0,1,New Delhi
Nand Bhai Chholey Bhature,Street Food,0.0,1,New Delhi
Rana Sweets and Restaurant,"North Indian, Fast Food, Mithai",0.0,1,New Delhi
Amritsari Chaat Bhandar,Street Food,0.0,1,New Delhi
Rastogi Sweets & Caterers,"Mithai, Street Food",0.0,1,New Delhi
Sher e Punjab Rasoi,North Indian,0.0,1,New Delhi
Shyam Rasoi,North Indian,0.0,1,New Delhi
Anupama Restaurant,North Indian,0.0,1,New Delhi
Subhash Punjabi Family Dhaba,North Indian,0.0,1,New Delhi
Cafexpress,Beverages,0.0,1,New Delhi
Mauja Hi Mauja,Street Food,0.0,1,New Delhi
GO CHATZ With Breadz,"Chinese, Fast Food",0.0,1,New Delhi
Anupama Snacks and Sweets Corner,Mithai,0.0,1,New Delhi
Balaji Eating Point,North Indian,0.0,1,New Delhi
Bikaner Sweet Corner,"Mithai, Street Food",0.0,1,New Delhi
Cook & Connect,"North Indian, Mughlai, Chinese",0.0,2,New Delhi
Indian Food Cafe,North Indian,0.0,2,Gurgaon
Shudh Vaishno Bhojanalaya,North Indian,0.0,1,New Delhi
Test Restaruants for Medio,"Chinese, Lucknowi",0.0,2,New Delhi
Kehar Sweets And Snacks,"Mithai, Street Food",0.0,1,Gurgaon
Shakes Cakes 'n' More,"Bakery, Desserts",0.0,1,Gurgaon
The Breakfast Bite,"North Indian, South Indian",0.0,1,Gurgaon
Chocolate Fountain,Desserts,0.0,1,Noida
Gourmet Bistro,"Cafe, Fast Food, Bakery",0.0,2,New Delhi
Aurangzeb,"Mughlai, Chinese",0.0,2,New Delhi
17 Degree Food Service,North Indian,0.0,1,New Delhi
Bread & Pasta,Fast Food,0.0,1,Noida
The Grand,"Raw Meats, Fast Food",0.0,1,Noida
Gupta's Food Point,North Indian,0.0,1,New Delhi
Panchratna Thali,"North Indian, Rajasthani, Gujarati",0.0,2,New Delhi
The Cake Basket,Bakery,0.0,1,New Delhi
Namaste Restaurant,Chinese,0.0,1,New Delhi
KT's Shik-Shack,Street Food,0.0,1,New Delhi
Vijay Store,"Fast Food, Street Food",0.0,1,New Delhi
Dhara,"North Indian, Fast Food, South Indian",0.0,1,Gurgaon
Chill House Kafe,Cafe,0.0,1,New Delhi
Fire n Ice,"Fast Food, North Indian, Chinese",0.0,2,Noida
The Bakery Mart,Bakery,0.0,2,Noida
Vijeta's Happy Kitchen,North Indian,0.0,1,Gurgaon
Eat & Gulp,"Fast Food, Italian",0.0,1,New Delhi
Derawal Soda Fountain,Beverages,0.0,1,New Delhi
Popcorn Fusion,Fast Food,0.0,1,Faridabad
Cream Bell,Ice Cream,0.0,1,Noida
Yolkers,Fast Food,0.0,1,Noida
Tikka Express meets Chennai Express,"Fast Food, North Indian, South Indian",0.0,1,Noida
Royal King,"North Indian, South Indian, Street Food",0.0,2,Noida
Punjabi Paratha Station,North Indian,0.0,1,New Delhi
Wrap N Roll,Chinese,0.0,1,New Delhi
Pizza Junction,"Fast Food, Pizza",0.0,2,Noida
The Taste of Punjab,"Chinese, North Indian",0.0,1,New Delhi
KSG,Mughlai,0.0,1,New Delhi
Biryani Express,Biryani,0.0,1,Gurgaon
Cake Innovation,"Bakery, Desserts",0.0,1,Gurgaon
Da Pizza Farm,Italian,0.0,1,New Delhi
Bikaner Rasoi,North Indian,0.0,1,New Delhi
China Gathering,Chinese,0.0,2,Gurgaon
Amritsari Naan Hut,North Indian,0.0,1,New Delhi
Balti,North Indian,0.0,1,Noida
West Bangal Kolkata Hot Kathi Rolls,Fast Food,0.0,1,New Delhi
Shubham Vaishno Bhojanalya,North Indian,0.0,1,New Delhi
Million Kitchen,"North Indian, South Indian, Bakery, Italian",0.0,1,New Delhi
Biryani Point,"South Indian, Biryani",0.0,1,New Delhi
Kingdom Restaurant,Chinese,0.0,2,New Delhi
Jo Jo Chinese Fast Food,Chinese,0.0,1,New Delhi
Chefy's Kitchen,"Biryani, Pizza, Fast Food, Healthy Food",0.0,1,Gurgaon
Full Dabba,"North Indian, South Indian",0.0,1,Gurgaon
Annapurna Sweets Palace,"Mithai, Street Food",0.0,1,New Delhi
Shere-E-Punjab,"North Indian, Chinese",0.0,1,New Delhi
Hot & Pot,"Chinese, Fast Food",0.0,1,New Delhi
Food Adda,"North Indian, Italian, Chinese",0.0,1,New Delhi
Flavour's,Fast Food,0.0,1,New Delhi
Encounter,"North Indian, Finger Food",0.0,2,New Delhi
Delhi Chaat Bhandar,"Fast Food, Chinese",0.0,1,New Delhi
Apna Punjabi Zayka,North Indian,0.0,2,New Delhi
South Gate,"North Indian, Chinese",0.0,2,New Delhi
Dabbba Wala Home Away,North Indian,0.0,2,New Delhi
Fourteen Eleven Tea Cafe,Fast Food,0.0,1,New Delhi
Hussain - UP Ki Mashoor Biryani,Biryani,0.0,1,New Delhi
Mangal Ji and Gupta Ji Dhaba,North Indian,0.0,1,New Delhi
Krishna Restaurant,"North Indian, South Indian, Chinese, Fast Food",0.0,2,Gurgaon
Eggzellent,Fast Food,0.0,1,Gurgaon
Dev Sweets & Restaurant,"North Indian, Chinese, South Indian",0.0,1,New Delhi
The Square Meal,"North Indian, South Indian, Chinese",0.0,2,New Delhi
Chillax Cafe And Bistro,"Cafe, Bakery",0.0,1,New Delhi
Jee Aao Jee Chole Bhature,Street Food,0.0,1,New Delhi
LSK Express,"North Indian, Italian, Continental",0.0,2,New Delhi
Pompas Chicken,North Indian,0.0,1,New Delhi
Captain Food Factory,Chinese,0.0,2,New Delhi
Lots of Food,Chinese,0.0,1,New Delhi
Brown Town Bakers,"Desserts, Fast Food",0.0,1,New Delhi
Yummy Chinese Food,Chinese,0.0,1,New Delhi
Yadav Sweets,Mithai,0.0,1,New Delhi
Soya Bite's,North Indian,0.0,1,New Delhi
Sky Hawk,"North Indian, Chinese, Continental",0.0,2,New Delhi
Sat Narayan Fast Food,"Mithai, Chinese",0.0,1,New Delhi
NBC Nirankari Bakers,"Pizza, Fast Food, Bakery",0.0,1,New Delhi
Mithla Dhabha,North Indian,0.0,1,New Delhi
Prabhat Fast Food Corner,"Chinese, North Indian",0.0,1,Gurgaon
Antaryami Paratha Corner,North Indian,0.0,1,Noida
Burger Head Quarter BHQ,Fast Food,0.0,1,New Delhi
Manna Sweets & Restaurant,"Mithai, Bakery, North Indian",0.0,1,New Delhi
Late Night Food,"North Indian, Chinese, Fast Food",0.0,2,Gurgaon
Tripti Foods,South Indian,0.0,1,New Delhi
The Relax Point,North Indian,0.0,1,New Delhi
Zareen's Dastarkhwan,Awadhi,0.0,2,New Delhi
Lala Da Shudh Vaishno Dhaba,North Indian,0.0,1,New Delhi
Satguru Tiffin Service,North Indian,0.0,1,New Delhi
Bakermania,"Bakery, Fast Food",0.0,1,New Delhi
Indian Chinese Fast Food,Chinese,0.0,1,New Delhi
Foodaholic,"Chinese, North Indian",0.0,1,New Delhi
Good to Go,Raw Meats,0.0,2,Gurgaon
Lotus House Restaurant,"Tibetan, Chinese",0.0,2,New Delhi
Bunz & Dogz,American,0.0,1,Noida
Chaskaa Restaurant,"North Indian, Mughlai, Chinese",0.0,1,Noida
Sardarji Chicken Point,"North Indian, Chinese",0.0,2,Gurgaon
The Big Chefs,"North Indian, Chinese",0.0,2,Noida
Indian Fresh Meat Shop,"Raw Meats, Fast Food",0.0,1,New Delhi
Malhotra Bakery,"Bakery, Chinese",0.0,1,New Delhi
OMG Kitchenz,"South Indian, Street Food",0.0,1,Gurgaon
Let's Eat,"Fast Food, Beverages",0.0,1,New Delhi
Chimney - The Takeaway,"North Indian, South Indian, Chinese",0.0,2,Gurgaon
Chilll House Kafe,Cafe,0.0,2,New Delhi
Cafe Brewbug,"Fast Food, Beverages",0.0,1,New Delhi
Brijwasi Sweet and Namkeen,"Street Food, Mithai",0.0,1,New Delhi
Al Changezi,Mughlai,0.0,1,New Delhi
Purani Dilli Foods,Mughlai,0.0,2,New Delhi
Goodies- Snacks N More,"Fast Food, Chinese",0.0,1,New Delhi
Practically Perfect,"Bakery, Desserts",0.0,2,New Delhi
Dragon Way,"Chinese, Fast Food",0.0,1,New Delhi
FFC Restaurant,Fast Food,0.0,1,New Delhi
Dragun Hut,Chinese,0.0,1,New Delhi
Kaptain Bakery,Bakery,0.0,1,New Delhi
Mahinder Food Corner,"North Indian, Street Food",0.0,1,New Delhi
Shri Adarsh Kulfi,Desserts,0.0,1,Noida
Veg. Darbar,"North Indian, Chinese",0.0,1,New Delhi
Uncle's Corner,Fast Food,0.0,1,Noida
Stuffed Kathi Roll,Fast Food,0.0,1,New Delhi
Hungro,"North Indian, South Indian",0.0,1,Noida
Lola's Cafe,"Cafe, Fast Food",0.0,1,Noida
Royal Spice,"Continental, North Indian, South Indian",0.0,2,New Delhi
Premier Bite,"North Indian, Chinese, South Indian",0.0,1,Gurgaon
Achi Restaurant,Chinese,0.0,1,New Delhi
Hotel New Tamil Nadu,"South Indian, North Indian, Chinese",0.0,1,New Delhi
Khub Chand,Raw Meats,0.0,1,New Delhi
Simla Bakery,Bakery,0.0,1,Noida
Kanha Ji Sweets & Restaurant,"Mithai, North Indian, Street Food",0.0,1,Noida
Annapurna Chaat & Sweets,Street Food,0.0,1,New Delhi
Pizza Express,"Pizza, Fast Food",0.0,1,Faridabad
Little China,Chinese,0.0,1,Noida
Sher E Punjab,North Indian,0.0,1,New Delhi
Shiparma Shri,North Indian,0.0,1,Noida
Grover Eating Point,North Indian,0.0,1,New Delhi
Nosh Mahal,"Indian, Persian",0.0,2,Pocatello
Sri Meenakshi South Indian Food,South Indian,0.0,1,Faridabad
Munchies Midnight Delivery,"Continental, Italian, Fast Food",0.0,1,New Delhi
Tea Nation,"Fast Food, Beverages",0.0,1,Noida
Bhasad Cafe,"Fast Food, Chinese",0.0,2,New Delhi
Harish And Sonu Sudh Bhojnalya,North Indian,0.0,1,New Delhi
Chatny Delight,Fast Food,0.0,1,Faridabad
Annapurna,North Indian,0.0,1,New Delhi
Hotel Aditi,North Indian,0.0,1,New Delhi
Bismillah Hotel,Fast Food,0.0,1,New Delhi
Wimpy Sweets And Confectioners,"Bakery, Mithai",0.0,1,New Delhi
Tsopema Restaurant,"Tibetan, Chinese, North Indian",0.0,2,New Delhi
Haochi,Chinese,0.0,2,Noida
Cuisine,"North Indian, Mughlai, Chinese",0.0,3,New Delhi
Delicacies,Bakery,0.0,2,Noida
Ganpati Bhoj,North Indian,0.0,1,New Delhi
Ajeet Fast Food Corner,Fast Food,0.0,1,New Delhi
Moets Curry Pot,"North Indian, Chinese, Italian",0.0,3,New Delhi
Sarfira,Fast Food,0.0,1,Noida
Sharma Ji Spring Roll,Fast Food,0.0,1,New Delhi
Vadilal Ice Cream Parlour,Ice Cream,0.0,1,Noida
The Royal Prestige,"North Indian, South Indian",0.0,1,New Delhi
Tod-Bistro Cafe,Fast Food,0.0,1,Noida
Night Munchers,North Indian,0.0,2,Noida
The Street- Curries & Grills,"North Indian, Mughlai, Continental",0.0,2,Faridabad
Dee Pizza Hub,Pizza,0.0,1,New Delhi
Rajan Foods Corner,North Indian,0.0,1,Noida
KC Bakery,Bakery,0.0,1,Noida
Kaka Restaurant,"Mughlai, North Indian",0.0,1,Noida
Jaak Foods,"North Indian, Chinese",0.0,1,Noida
Hyderabad's Delight,"Hyderabadi, Biryani",0.0,1,New Delhi
Mitalis Kitchen,North Indian,0.0,1,Ghaziabad
The Urban Dhaba,North Indian,0.0,2,New Delhi
Yummy Kitchen,"North Indian, Mughlai",0.0,1,Noida
Shree Krishna Restaurant,"North Indian, Chinese",0.0,1,New Delhi
Manpasand Punjabi Zaika,North Indian,0.0,1,New Delhi
The Flip On Wheel,"North Indian, Fast Food",0.0,1,Noida
Himalya Chinese,Chinese,0.0,1,New Delhi
Big Biryani,"Biryani, Mughlai",0.0,1,Noida
Lajwab Pastry Palace,Bakery,0.0,1,New Delhi
Sha-O-Lin Chinese Fast Food,Chinese,0.0,1,New Delhi
Rupa Ice Cream Parlour,Desserts,0.0,1,New Delhi
Shahi Chicken Corner,Mughlai,0.0,1,New Delhi
The Butler & The Chef - Jaypee Greens,Finger Food,0.0,4,Noida
Health-O-Lic,"Healthy Food, Juices",0.0,2,New Delhi
Rajender Di Punjabi Rasoi,North Indian,0.0,1,New Delhi
Ram Ji Snacks & Food Corner,Street Food,0.0,1,New Delhi
Richa's Bakery,Bakery,0.0,1,New Delhi
Robins Sweets & Restaurant,North Indian,0.0,1,Noida
Aman Vaishno Dhaba,North Indian,0.0,1,New Delhi
Tiffinhunt,North Indian,0.0,1,Noida
Chicken Inn Family Meat Shop,"Raw Meats, Fast Food",0.0,1,Faridabad
Cake Express,Bakery,0.0,1,New Delhi
Cafe Youth,Chinese,0.0,1,New Delhi
Top Burger,Fast Food,0.0,1,Noida
The Food Factory,North Indian,0.0,1,Noida
Dosa Republic,South Indian,0.0,1,Gurgaon
Oven Fresh,Bakery,0.0,1,New Delhi
The Hubbub Cafe and Restaurant,North Indian,0.0,2,New Delhi
Shree Jagannath Restaurant,North Indian,0.0,1,New Delhi
Aazad Chicken Corner,"Biryani, Mughlai",0.0,1,New Delhi
Jyoti Sweets,Mithai,0.0,1,New Delhi
Noddy's,"Beverages, Desserts",0.0,1,New Delhi
Momos Hi Momos,Chinese,0.0,1,New Delhi
Choksi Chinese,Chinese,0.0,1,New Delhi
Pizza Hot,"Italian, Fast Food, South Indian",0.0,1,New Delhi
Raju Fast Food,"Street Food, Fast Food",0.0,1,New Delhi
Hungry Folks,"North Indian, Chinese",0.0,2,New Delhi
Desi Chulha,"North Indian, Chinese",0.0,1,New Delhi
Buzybee,"Bakery, Desserts",0.0,1,New Delhi
Grubhouse Cafe,Fast Food,0.0,1,New Delhi
New Bhappe Di Hatti,Fast Food,0.0,1,New Delhi
Delhi Foods,North Indian,0.0,1,Noida
Pandey Ji Restaurant,"North Indian, Chinese",0.0,1,New Delhi
Piper's & Grill - The Night Chef,"North Indian, Chinese, Continental",0.0,2,New Delhi
Welcome Fast Food & Parantha,"Chinese, Fast Food",0.0,1,New Delhi
Fumble Foods,"North Indian, Fast Food",0.0,1,New Delhi
Mahesh Shudh Vaishno Bhojanalya,North Indian,0.0,1,New Delhi
Shudh Vaishno Dhaba,North Indian,0.0,1,New Delhi
Lucky Corner Shop,Fast Food,0.0,1,New Delhi
Spices Affair,"North Indian, Mughlai",0.0,2,New Delhi
Chaipiyoji,"Tea, Fast Food",0.0,1,New Delhi
Chatkara,Street Food,0.0,1,New Delhi
Scoopers 'n' Bakers,Bakery,0.0,1,New Delhi
Mannat Chinese Fast Food,"Chinese, Bakery",0.0,1,New Delhi
Peshawari Mehel,North Indian,0.0,1,New Delhi
RAM-G Samose Wale,Street Food,0.0,1,New Delhi
Krishna Juice & Shakes Corner,Juices,0.0,1,New Delhi
Gulati's Takeaway,"North Indian, Chinese, Mughlai",0.0,2,New Delhi
Om Ji Bhature Wale,Street Food,0.0,1,New Delhi
Games v/s Cafe,"Cafe, Beverages",0.0,1,New Delhi
Momolicious,Fast Food,0.0,1,New Delhi
Classic Chef Corner,"Chinese, North Indian",0.0,1,New Delhi
Babu Soup Wala,North Indian,0.0,1,New Delhi
Baba Ji,Fast Food,0.0,1,New Delhi
Aujla's Punjabi Zaika,"North Indian, Chinese, Mughlai",0.0,1,New Delhi
Cheese Bitez Pizza,Fast Food,0.0,1,New Delhi
Sweet Sensations,Bakery,0.0,1,New Delhi
Chennai Express Greens,South Indian,0.0,1,New Delhi
Dilkhush Dhaba,North Indian,0.0,1,New Delhi
Best Biryani Centre,Biryani,0.0,1,New Delhi
Urban Patty House,Fast Food,0.0,1,New Delhi
Omi Pizza,Fast Food,0.0,1,New Delhi
South Indian & Chinese Fast Food,"South Indian, Chinese, Fast Food",0.0,1,New Delhi
Sweet Bakes,"Bakery, Desserts",0.0,2,New Delhi
Cafe Lounge,"Cafe, Bakery, Fast Food",0.0,1,Noida
Baketown By Gagan Bakers,"Fast Food, Bakery",0.0,1,New Delhi
Cafe Treat,"North Indian, Italian, Continental",0.0,1,Noida
Bhardwaj Bakery,"Bakery, Pizza",0.0,1,New Delhi
Dabas Ke Special Chole Bhature,Street Food,0.0,1,New Delhi
Daily Belly,"North Indian, South Indian, Chinese",0.0,1,New Delhi
Deep Bakery And Cake,"Bakery, Desserts",0.0,1,New Delhi
Best Chicken Corner,North Indian,0.0,2,New Delhi
Bansiwala Sweets & Caterers,"Mithai, Street Food",0.0,1,New Delhi
Bala Ji Rasoi,North Indian,0.0,1,New Delhi
Dhaba NH10,"North Indian, Chinese",0.0,1,New Delhi
Bake Bank,"Bakery, Desserts",0.0,1,New Delhi
TAG,"Cafe, Continental, Chinese",0.0,2,New Delhi
Cherry Berry,"Bakery, Desserts",0.0,1,New Delhi
The Khoj Cafe Restaurent,"Chinese, North Indian",0.0,1,New Delhi
Cake Walk,"Bakery, Fast Food",0.0,1,New Delhi
Chhotu Restaurant,North Indian,0.0,1,New Delhi
JMD Family Restaurant,"North Indian, Chinese",0.0,1,New Delhi
Foodieholic,"Chinese, North Indian, South Indian",0.0,1,New Delhi
Do Bhai Paneer Wale And Sweets,Bakery,0.0,1,New Delhi
Dosa and Pizza Corner,"South Indian, Pizza, Chinese",0.0,1,New Delhi
Gulati Ki Rasoi,North Indian,0.0,1,New Delhi
Aap Ki Khatir,North Indian,0.0,1,New Delhi
Goyal Sweets,"Mithai, Bakery",0.0,1,New Delhi
Brajwasi,North Indian,0.0,2,Noida
Rupa Bangali Dhaba,"North Indian, Mughlai",0.0,1,New Delhi
Aggarwal Sweets Corner,Mithai,0.0,1,New Delhi
Grover Burfee & Cakes,"Bakery, Chinese",0.0,1,New Delhi
Unique Food Hut,"Fast Food, North Indian, Beverages",0.0,2,Gurgaon
